,价格（￥）,名称,sku
390,￥65.00,[佐力] 灵泽片0.58g*48片/盒,100016820052
391,￥12.00,恩威 阿昔洛韦乳软膏3%20g/支带状单纯疱疹外用药生殖防复发伐昔洛伟唇汗疱疹皮肤用药 非处方药,100057856916
392,￥346.00,蔓迪生发喷雾90ml*2瓶【雄激素脱发男性专属】5%米诺地尔酊,100009773041
393,￥45.00,[拜新同] 硝苯地平控释片30mg*14片/盒,100047593280
394,￥37.00,"
时珍星脂肪瘤去除膏3成人脂肪瘤专用中草药脂肪康天36种专皮下全身多发性消神器脂块保健膏肉包块肿瘤",100093067660
395,￥95.00,[虎阳] 生力片0.36g*24片/盒 5盒装,100103637264
396,￥28.00,史达功 右美沙芬愈创甘油醚糖浆120ML 儿童成人止咳糖浆 感冒咳嗽流感特效I药 上呼吸道感染化痰药,100007004724
397,￥49.00,"
尾崎制药中耳炎药专用滴耳液人用耳聋耳鸣特有效药专用耳鸣贴成功耳聋耳鸣神经性耳朵痒止耳肿痒痛清洁液",100078189126
398,￥19.80,楚迪 盐酸阿莫罗芬乳膏 0.25%*10g/支/盒脚气药止痒脱皮烂脚丫真菌感染止痒去脚气喷剂脚臭喷雾脚气药.脚臭.脚出汗.水泡,100000569136
399,￥35.80, 班赛 过氧苯甲酰凝胶5%（15g：0.75g）* 15g本品适用于寻常痤疮的外用治疗,4408719
400,￥4.90,悦彤 小儿咽扁颗粒 4g*12袋 用于小儿肺卫热盛所致咳嗽痰盛 口舌糜烂 急性咽炎 急性扁桃体腺,100020972144
401,￥26.50,[索霏] 磷酸奥司他韦胶囊75mg*10粒/盒,100045870249
402,￥24.00,[希刻劳] 头孢克洛干混悬剂0.125g*6袋/盒,4393768
403,￥93.00,[金戈伟哥] 枸橼酸西地那非片 100mg*3片/盒,4364703
404,￥15.00,立业 盐酸溴己新片 8mg*100片 慢性支气管炎哮喘 粘痰  咳嗽药止咳药,100072387644
405,￥25.00,仲景 逍遥丸（浓缩丸）280丸/瓶 疏肝健脾 养血调经 用于肝气不舒所致月经不调 胸胁胀痛 头晕目眩 食欲减退,100024422805
406,￥129.00,"
【德国品牌】 Auleset奥乐思特医用痔疮膏痔疮专用非药去肉球凝胶特傚效非药痔疮膏痔根i断去肉球神器可搭治内外混合去疮肉球痔疮肉球肛门瘙痒外...",100086864705
407,￥22.80,同仁堂 五子衍宗丸60g瓶 补肾益精 肾虚精亏所致 阳痿不育 遗精早泄 腰痛 尿后余沥,100022280736
408,￥40.00,"
Dr.JYS 湿疹皮肤神经性皮炎癣症痤疮膏口水疹汗泡疹止痒专用去丘疹大腿根特瘙痒专用宝宝成人皮肤有效适用药监备案",100059252226
409,￥2.00,"
汇仁三珍黑参牡蛎组合装1个药盒",100056845257
410,￥37.60,艾丽 奥利司他胶囊 0.12g*7粒*3板 用于肥胖或体重超重患者,2928870
411,￥39.00,"
【云南本草】妙芝堂 云南本草汗疱疹抑菌膏特傚效非药房手上起小水泡手干脱皮手痒膏湿疹皮炎瘙痒真菌感染",100091269511
412,￥229.00,[必利劲] 盐酸达泊西汀片30mg*6片/盒,3130265
413,￥36.00,999 二硫化硒洗剂2.5%*150g 去屑洗发水止痒药用 头皮脂溢性皮炎控油 毛囊炎清洁洗发膏 非酮康唑,100030934976
414,￥5.90,[百灵鸟] 牛黄解毒片24片/盒,100007591251
415,￥29.90,修正 玉屏风口服液10ml*24支 益气固表止汗表虚不固自汗恶风体虚易感风邪者,100065977914
416,￥4.50,好医生  复方氨酚烷胺胶囊 12粒 发热退烧药头痛四肢酸痛打喷嚏流鼻涕鼻塞咽痛感冒药,100040709876
417,￥18.00,OKMAN 艾时达 盐酸达泊西汀片 30mg*3片/盒,100007927435
418,￥19.00,"京东国际	
久光制药Hisamitsu日本进口膏药镇痛变形性关节炎50mg活血化瘀风湿疼痛止痛7枚/袋7cm×10cm",100019935090
419,￥4.50,联环 叶酸片 0.4mg*31片,100069538804
420,￥29.90,西乐葆 塞来昔布胶囊 0.2g*6粒,3767132
421,￥46.96,"
疣清宁扁平疣丝状疣专用的药疣体脱落膏扁平疣尖锐湿疣专用扁平疣专用特傚效药品搭咪喹奎莫特5%软膏乳膏 葵花疣清宁【高效型告别疣体】 【拍2发...",10095935196473
422,￥99.00,999正天丸6g*60袋 疏风活血 养血平肝 通络止痛 用于外感风邪 瘀血阻络 血虚失养 肝阳上亢引起的偏头痛 紧张性头痛 神经性头痛 颈椎病型头痛 经前头痛,100012973484
423,￥180.00,澳诺 葡萄糖酸钙锌口服溶液 15ml*20支5盒装 葡萄糖酸钙 治疗缺乏钙锌引起的厌食骨发育不全 骨质疏松症 手足抽搐证 佝偻病 非钙铁锌口服液,100010133615
424,￥22.00,药王孙真人 六味地黄丸(浓缩丸)240丸六位味6味补肾强身固精强肾耳鸣肾虚调理男士肾阴虚非壮阳补肾中药,100011277141
425,￥59.00,"
香港大药房蓝莓叶黄素眼药水抑菌液人工泪液眼疲劳护眼儿童成人滴眼液眼药水疲劳眼干眼涩视力模糊痒痒疲劳学生",100080235014
426,￥41.00,[帅先（suaix）] 头孢克洛缓释片 0.375g*14片/盒,100077144088
427,￥16.90,硬核医生 甲硝唑凝胶 20克:150毫克*10g/盒 *1盒 用于炎症性丘疹、脓疱疮、酒渣鼻红斑的局部治疗,100053959739
428,￥62.00,"
【云南本草】妙芝堂 牛皮癣专用膏药真菌止痒抑菌皮肤顽固牛皮癣银肖屑病专用特傚非药股癣大腿内侧癣立净",100088625111
429,￥31.00,康王酮康唑洗剂2%*50ml单盒装 用于控油止痒头皮糠疹局部性花斑癣脂溢性皮炎药用 去屑洗发水 非二硫化硒,100006962093
430,￥29.90,999 维生素B6软膏1.2%*20g/盒痤疮痘痘脂溢性皮炎湿疹酒渣鼻皱皮症控油药用乳膏,100064215617
431,￥6.90,迪康 牙痛药水 5ml/盒 止痛杀菌 防蛀 风火牙痛 牙龈红肿 虫蛀牙痛  神经牙痛,100000237168
432,￥11.89,仁和 维A酸乳膏0.05%*15g*1盒 祛痘膏痤疮去闭口粉刺黑色素改善鸡皮青春痘丘疹脓疱暗疮痘痘药膏祛痘凝胶,100033261290
433,￥9.80,紫竹蜂胶口腔膜1厘米*1.3厘米*5片*4袋 清热止痛  用于复发性口疮,2933478
434,￥47.00,仲景 归脾丸（浓缩丸） 280丸*2瓶益气健脾养血安神失眠多梦头晕心悸脾虚气短,100033004812
435,￥12.60,仁和 开塞露（含甘油）20ml*15支 用于成人孕妇儿童老人便秘润肠通便药 含甘油,100027376005
436,￥119.00,[希爱力] 他达拉非片10mg*4片/盒,7196212
437,￥32.00,[杰士邦] 他达拉非片5mg*7片/盒,100036835811
438,￥7.50,[万星宁] 盐酸莫西沙星片0.4g*3片/盒,100014246750
439,￥15.00,络泰 乙酰天麻素片 50mg*12片*2板 镇静 安眠 镇痛失眠 神经衰弱及血管性头痛和神经性头痛,100019014195
440,￥39.00,[杰士邦] 他达拉非片20mg*2片*2板/盒,100008386431
441,￥57.00,国风（GuofenG）红源达多糖铁复合物胶囊 0.15g*20粒 治疗单纯性缺铁性贫血,100017450156
442,￥8.00,维福佳  布洛芬片21片 退烧缓解牙痛偏头痛关节痛肌肉痛神经痛痛经止痛药缓解感冒发热,100051660793
443,￥119.00,"
修正妇科凝胶医用型抑菌康凝妇胶私密处霉菌滴虫细菌性阴道炎专用瘙痒糜烂炎症外阴药除异味白带多凝胶4盒装",100043963572
444,￥44.00,"京东国际	
狮王lion PAIR祛痘膏 消炎淡化痘印消除痤疮粉刺 缓解皮肤炎症 毛囊炎皮肤用药24g日本进口",100006366597
445,￥68.00,"
北京同仁堂腰椎间盘突出症膏贴 腰酸痛腰骨劳损腰间盘突出腰肌100%特傚专用贴药械6贴/盒",100035494862
446,￥23.00,"
时珍星膝盖部位型冷敷凝胶喷雾剂膝盖滑膜炎膝关节疼痛药专用半月板损伤关节积液疼痛酸麻肿胀",100068408714
447,￥72.00,[久悦] 洛索洛芬钠凝胶贴膏100mg 14cm*10cm*3贴,100013822065
448,￥79.50,健民便通胶囊0.35g*12粒*4板 健脾益肾 润肠通便 便秘 ,100021494672
449,￥358.00,养无极 补肺丸40丸 补肺益气化痰清肺咳嗽药中药养肺支气管慢阻肺药,4076405
450,￥27.00,扬子江 氟康唑片 50mg*12片*2板,100069671181
451,￥32.40,3盒装修正 克霉唑乳膏 3%*10g阴道炎妇科炎症外阴瘙痒止痒药真菌感染体股头手足花斑癣念珠菌性甲沟炎,100070736810
452,￥29.90,奥泰灵盐酸氨基葡萄糖胶囊0.24g*60粒氨糖用于治疗和预防全身所有部位的骨关节炎,100035492137
453,￥149.00,[爱廷玖] 盐酸达泊西汀片30mg*15片/盒,100025250588
454,￥32.00,仲景 知柏地黄丸(浓缩丸)300丸 滋阴降火 非处方药 阴虚火旺 潮热盗汗 口干咽痛 耳鸣遗精 小便短赤,3546334
455,￥148.00,蔓迪生发喷雾米诺地尔酊60ml瓶5%浓度男女防脱白发育发液药洗发水发际线生长快速生发增发凝胶搽剂曼迪,100006487491
456,￥3.00,白云山 曲咪新乳膏10g （湿疹 皮炎 体癣手足股癣）,3148804
457,￥78.00,奇正藏药 红景天口服液10ml*8支/盒,100055208220
458,￥25.00,三精 双黄连口服液10ml*10支 疏风解表 清热解毒 风热感冒所致的发热咳嗽咽痛,100011725716
459,￥9.90,百灵鸟 贵州百灵 复方氨酚烷胺胶囊0.4g*12粒/盒  发热头痛 四肢酸痛 打喷嚏流鼻涕鼻塞咽痛,100019568906
460,￥28.00,"
杞里香 山药片200g 河南焦作垆土怀山药干片淮山药片 无硫熏自然晾晒 可打山药粉红枣枸杞党参煲汤料礼品",100000986130
461,￥35.20,"
南同四海 党参 甘肃党参片可磨党参粉切片无硫熏党参泡水煲汤食材",100075918465
462,￥10.00,[葵花] 舒筋活血丸6g*10丸/盒,100022659026
463,￥28.20,达克宁酮康唑乳膏15g金达克宁治疗脚气脱皮烂脚丫脚气药止痒脱皮烂脚丫真菌感染止痒脚痒水泡脱皮烂脚丫,2943370
464,￥4.00,[彼锐] 阿昔洛韦片0.2g*24片/盒,100028145730
465,￥5.80,横峰蛇胆川贝液6支 祛风止咳 除痰散结 用于风热咳嗽痰多气喘胸闷咳痰不爽久咳不止,100011514403
466,￥65.80,[颈复康] 腰痛宁胶囊0.3g*60粒/盒,100042489979
467,￥16.60,佛慈 安神补心丸(浓缩丸)300丸 养心安神补脑心悸失眠助眠心血不足头晕耳鸣虚火内扰,4676524
468,￥31.00,[元治] 盐酸贝尼地平片4mg*12片/盒,100008313200
469,￥49.00,"
纽医生 医用口腔溃疡喷剂凝胶膜口腔起泡口疮牙周牙龈红肿肿痛消炎特傚非药舌头嘴巴上火起泡烂儿童口腔溃疡喷雾非进口",100091071707
470,￥63.00,金花 金天格胶囊 0.4g*3板*12粒  ,5991043
471,￥69.00,"
川井弘岩中耳炎药专用滴耳液人用耳聋耳鸣特有效药专用耳鸣贴100%成功耳聋耳鸣神经性耳朵痒止耳肿痒痛清洁液",100087551486
472,￥10.60,金日 盐酸克林霉素凝胶 10克   痤疮 青春痘暗疮药膏,3195912
473,￥168.00,东阿阿胶 复方阿胶浆 20ml*24支 无蔗糖 补气养血 用于气血两虚 头晕目眩心悸失眠 食欲不振及贫血,7675380
474,￥36.44,"
内廷上用北京同仁堂痛风关节冷敷退热凝胶 特傚手脚趾喷剂拇指膝盖关节疼痛发热红肿胀鼓包 药监",100061134434
475,￥81.00,"
济元宁李时珍医药牙科分离剂脱敏可搭牙膏护牙周炎药专用牙龈萎缩牙齿松动固齿护牙小银管修复牙结石肿痛 三盒",100064090562
476,￥25.50,云南白药膏6.5cm*10cm*5贴膏药贴活血散瘀消肿止痛祛风除湿用于跌打损伤瘀血肿痛风湿疼痛,5189402
477,￥26.00,仲景 六味地黄丸(浓缩丸)280丸 滋阴补肾 非处方药 肾阴亏损腰膝酸软头晕耳鸣盗汗遗精,100024359563
478,￥39.00,"
北京同-仁堂颈椎贴搭颈椎病专用膏贴颈部压迫神经药脑供血不足头晕手麻疼痛特傚富贵包消除贴药械备案8贴/盒",100056737343
479,￥59.00,"
沪药 医用唇炎药专用润唇膏慢性唇炎嘴唇干裂干燥起皮脱皮缺水粗糙修复口角嘴唇上火起泡 医用退热凝胶  1支装 20g/支",100099448016
480,￥21.00,向前扁鹊 锁阳固精丸9克*10丸补肾壮阳非处方中药阳痿早泄敏感射精快用手过度硬度不够中途疲软固精补肾强身,100018232904
481,￥11.00,[哈药] 阿莫西林胶囊0.5g*20粒/盒,100007659643
482,￥37.00,"
【云南本草】妙芝堂 云南本草脂肪瘤去除膏脂肪瘤专用i药3天消专消36种全身皮下多发性脂肪包块肿瘤特傚效药",100088625087
483,￥139.00,[爱宁达] 吡美莫司乳膏1%*15g/盒,100011008347
484,￥5.00,敏菲尔 马来酸氯苯那敏片 4mg*24片 本品适用于皮肤过敏症 荨麻疹 湿疹 皮炎 药疹 皮肤瘙痒症等,100068540892
485,￥25.00,白云山 夏桑菊颗粒 10g*20袋 清肝明目 疏风散热 用于风热感冒 目赤头痛 头晕耳鸣 咽喉肿痛,100020117608
486,￥2.86,[愉泰] 清脑降压片 0.36g*12片*2板,100072914305
487,￥10.90,常吉 盐酸羟甲唑啉喷雾剂 10ml 喷鼻药 过敏性鼻炎 鼻窦炎 急慢性 肥厚性鼻炎 鼻子干痒 鼻塞,100009186381
488,￥14.90,丽芙维a酸乳膏10g/盒祛痘印修复淡化痘印痘坑修复祛痘药膏凝胶祛斑改善黑色素鸡皮肤去黑头闭口粉刺,100026505661
489,￥69.00,"
北京同仁堂静脉曲张 医用退热凝胶药专用膏腿部冷敷凝胶 30g/支",100089416319
490,￥3.90,"
H&K 酒精棉球 75%医用酒精消毒脱脂棉球换药清创医用 皮肤伤口消毒护理 25只/瓶",100077210479
491,￥18.90,2盒装紫竹药业 蜂胶口腔膜1厘米*1.3厘米*20片/盒 清热止痛 用于口腔溃疡复发性口疮,100053309540
492,￥11.90,新康泰克 氨酚咖那敏片 10片/盒 缓解普通感冒及流行性感冒引起的发热,100041734435
493,￥24.00,众生 众生丸100丸 清热解毒 活血凉血 消炎止痛 上呼吸道感染 急慢性咽炎 急性扁桃腺炎,3400370
494,￥22.00,北京同仁堂 十全大补丸 360粒 温补气血 气血两虚 面色苍白 气短心悸 头晕自汗 体倦乏力 四肢不温 月经量多,2931126
495,￥24.00,白云山 脑心清片0.41g*36片/盒,100015588418
496,￥42.00,[济川药业(JUMPCAN)] 蒲地蓝消炎口服液10ml*10支/盒,100015979902
497,￥29.90,南洋 克霉唑阴道片0.5g*2片/盒 用于念珠菌性外阴阴道炎 妇科用药专用 阴道瘙痒 妇科炎症 外阴阴道病,100013796404
498,￥13.80,白云山 感冒清热颗粒12g*12袋 风寒感冒 头痛 发热 鼻流清涕 咳嗽咽干,100072947068
499,￥39.00,"
川井弘岩灰指甲特俲效中草非药品专用发黄增厚黑变空灰甲净根膏真菌凤仙花抑菌液非药品脱甲甲沟炎指甲菌感染脱甲",100087062611
500,￥3.80,[国药工业] 吲达帕胺片2.5mg*28片/盒,100016481058
501,￥49.00,[伟哥] 盐酸达泊西汀片30mg*4片/盒,100045558933
502,￥29.80,[同济堂] 仙灵骨葆胶囊0.5g*50粒/盒,5880280
503,￥2.50,[SHIMEN] 生理氯化钠溶液500ml：4.5g *500ml/瓶,100054369247
504,￥39.00,"
【日本监制】医用消痔凝胶卡波姆痔疮膏去肉球痔根i断正去品肉球神器治痔疮专用非药肛门内外混合痣疮效i特药",100081553378
505,￥18.00,云南白药云丰黄连上清片0.31g*24片*2板 止痛牙疼痛咽喉肿痛耳痛耳鸣清热泻火肺胃热盛头晕目眩,100006160170
506,￥29.90,拜耳达喜 复方消化酶胶囊(Ⅱ) 12粒*1盒 食欲缺乏 消化不良,100081339792
507,￥20.60,药王孙真人 八珍丸颗粒汤袋泡茶糕补气血女男补气养血贫血药产后双补益母气血两虚不足非处方药含茯苓200丸,100045427982
508,￥9.50,哈瑞美 复方樟脑乳膏 10克/支*1支/盒 虫咬皮炎 湿疹 瘙痒症 神经性皮炎 过敏性皮炎 丘疹性荨麻疹等,100000413146
509,￥10.80,华素片 西地碘含片 1.5mg*24片,100080214116
510,￥44.94,"
龟 头炎专用喷雾剂龟炎宁膏包皮炎男性洗液药阴囊潮湿瘙痒红点珍珠疹念珠菌白垢红肿异味私处护理液一瓶60ml ",100071639493
511,￥13.00,丁克 盐酸特比萘芬喷雾剂 15ml：0.15g 2瓶手癣 足癣 体癣 股癣 花斑癣,100032414492
512,￥48.00,"
涩冈 液体止鼾神器打呼噜专用制药男士重度鼾立停防止打鼾治根呼吸辅助睡眠鼻塞喷雾神器 30ml/瓶",100062486881
513,￥68.00,"
守诚堂官方腰椎冷敷凝胶宝元堂部位医用疼痛腰椎间盘突出100%特傚专用的药i膏活血止i痛扭伤腰肌劳损京的i東i營正自产*品辅助治疗压迫神经腰疼屁...",100079964276
514,￥92.00,楚甲 盐酸阿莫罗芬搽剂 5%*1.0ml/瓶/盒,100036638531
515,￥39.00,"
【云南本草】妙芝堂 口腔溃疡喷剂凝胶特傚效药贴搭唇炎嘴巴舌头反复溃疡专用i药咽喉口疮舌头上火肿痛清新口气",100097283492
516,￥39.90,[0号] 复方利血平氨苯蝶啶片30片/盒,5393588
517,￥29.00,丽芙甲硝唑凝胶20g*2盒买2赠壬二酸15%凝胶甲硝锉凝胶祛痘印修复淡化痘印痘坑修复药膏去黑头去痘痘和痘印,100020238042
518,￥35.00,[雷允上] 补肺活血胶囊0.35g*40粒/盒,5306838
519,￥10.00,九寨沟 玄麦甘桔颗粒10g*20袋 清热滋阴祛痰利咽阴虚火旺虚火上浮口鼻干燥咽喉肿痛,100044806343
520,￥39.80,"
葵花痔疮膏痔根斷去l肉球神器卡波姆痔疮凝胶痣疮内外痔疮膏去l肉球痔疮专用特俲便血肛门瘙痒药湿疹膏",100056722252
521,￥17.30,[瑞科宁] 杏灵分散片0.31g*12片/盒,100014503037
522,￥2.50,恒健复方土槿皮酊 15ml*1瓶/盒 杀菌 止痒,2943374
523,￥19.90,"
草黎儿咪奎喹莫特乳膏5%软膏扁平疣丝状疣尖锐湿疣跖疣药专用膏面部脖子男性疣去灵膏肉粒",100079707700
524,￥21.38,"
振德（ZHENDE）一次性无菌换药包 碘伏棉球纱布块手术垫换药盒 医用家用护理伤口便携换药包 5包装",100045915200
525,￥60.00,"
日本久卜制药 湿疹止痒软膏阴囊潮湿瘙痒成人男专用肛周肛门湿疹瘙痒夜间加重阴部私处止皮肤瘙痒皮炎湿疹真菌股藓感染 1支装",100099381010
526,￥48.00,3盒装修正 二丁颗粒 10袋  清热解毒  咽喉肿痛,100052765248
527,￥9.90,一力 复方感冒灵片 100片  清热解毒 感冒头痛 发热咳嗽 鼻塞涕浊咽喉红肿疼痛,100005549672
528,￥19.00,仲景 防风通圣丸6g*10袋 解表通里 清热解毒 用于外寒内热大便秘结风疹湿疮头痛咽干小便短赤,4741718
529,￥28.00,神威 利咽解毒颗粒（无蔗糖）6克*10袋 清肺 咽炎解毒 咽干咽痛,3116977
530,￥51.00,"
条条有艾 北京同仁堂地丁紫花地丁透皮抑菌膏成人皮肤瘙痒特止效痒膏专用l药官方婴幼儿可搭紫草地丁软膏",100086217875
531,￥159.00,"
南京同仁堂 碱益多碱片备孕调理碱性备孕碱钙食物男益生碱备孕可搭苏打水备孕叶酸女士天然碱钙调理",100091922094
532,￥30.90,[典必殊] 妥布霉素地塞米松眼膏3.5g:10.5mg:3.5mg/盒,4611365
533,￥51.80,瑞珠聚乙烯醇滴眼液0.8ml*25支人工泪液不含防腐剂 可作为一种润滑剂预防或治疗眼部干涩异物感眼疲劳刺激症状改善眼部的干燥症状,100002494164
534,￥12.00,九州天润  辽宁红参片 精选片 10g/袋,100027624163
535,￥39.80,来益天然维生素E软胶囊 60粒（天然型）补充ve孕妇备孕可擦脸,5272283
536,￥9.90,蜀中 夏桑菊颗粒10g*20袋 清肝明目 疏风散热 除湿痹 解疮毒风热感冒 目赤头痛 头晕耳鸣 咽喉肿痛 疔疮肿毒症并可作清凉饮料,100037905485
537,￥22.80,颈复康 腰痛宁胶囊0.3g*10粒*2板/盒,100037630383
538,￥7.90,[依苏] 马来酸依那普利片10mg*16片/盒,5220660
539,￥222.00,[罗浮山国药] 复方苁蓉胶囊0.5g*18粒/盒 3盒装,100066247713
540,￥71.00,3盒装[五福] 心脑清软胶囊0.415g*100粒/盒,100091535881
541,￥365.00,[罗浮山国药] 复方苁蓉胶囊0.5g*18粒/盒 5盒装,100066247695
542,￥34.90,"
南京同仁堂 宝塔糖驱儿童塔塔糖成人儿童宝塔糖蛔虫成人儿童花塔糖搭药房打蛔驱虫",100091755299
543,￥6.80,葵花小葵花小儿麦枣咀嚼片 0.45克*12片/板*3板 健脾和胃小儿脾胃虚弱 食欲不振 食积不化,4582364
544,￥9.90,海尔思通宣理肺颗粒9g*10袋 解表散寒 宣肺止嗽感冒咳嗽 咯痰不畅 发热恶寒 鼻塞流涕 头痛无汗 肢体酸痛,100011514407
545,￥21.40,[奥络] 夫西地酸乳膏2%*10g/盒,100011430120
546,￥6.00,爱佐欣  苯磺酸氨氯地平片 5mg*14片/板/盒,100078300251
547,￥3.50,马应龙 水杨酸软膏5%*10g/盒头癣足癣 局部角质增生,100016144732
548,￥268.00,汇仁 肾宝片 0.7g*90片  温阳补肾 扶正固本 腰腿酸痛 精神不振，夜尿频多 畏寒怕冷,100073943342
549,￥9.90,力玖 硫酸亚铁片  0.3g*100片  慢性失血 营养不良 引起的缺铁性贫血,100017450148
550,￥34.90,[阿尔马尔] 盐酸阿罗洛尔片10mg*10片/盒,4237772
551,￥22.00,朗依硝呋太尔制霉素阴道软胶囊6粒用于细菌性阴道病滴虫性阴道炎念珠菌性外阴阴道病阴道混合感染 ,2943860
552,￥20.00,[西帕] 寒喘祖帕颗粒12g*6袋/盒,100002580302
553,￥28.80,[三力] 开喉剑喷雾剂30ml/盒,100023622864
554,￥118.00,[以岭] 参松养心胶囊0.4g*36粒/盒 5盒装,100059224923
555,￥63.00,"
【南京同仁堂】条条有艾 幽门螺旋杆菌口腔抑菌膏牙幽门螺旋杆菌搭特傚效药专用幽门螺杆菌搭牙I膏【3支装】",100082499731
556,￥9.90,[英特] 盐酸达泊西汀片60mg*1片/盒,100042498295
557,￥8.50,江中 利活 乳酸菌素片36片益生菌儿童装 肠胃消化用药 便秘药 拉肚子 小儿腹泻 肠炎 通便药 调理肠胃,100001909594
558,￥24.90,瑞珠 聚乙烯醇滴眼液（0.4ml：5.6mg）*0.4ml*10支可作为一种润滑剂预防或治疗眼部干涩 异物感 眼疲劳等刺激 症状或改善眼部的干燥症状,100050210742
559,￥16.80,南洋克痢痧胶囊0.28g*16粒 解毒辟秽 理气止泻 泄泻 痧气（中暑）,100013906350
560,￥22.90,"
神农金康 茯苓250g  云南白茯苓块 新货茯苓丁茯苓片 煲汤材料 养生茶",100055100532
561,￥9.00,[迪维] 维A酸乳膏0.025%*15g/盒,5634100
562,￥31.40,洛芙联苯苄唑溶液喷雾剂60ml/盒脚气药止痒脱皮烂脚丫真菌感染止痒治脚气喷剂脚臭喷雾手足体股癣藓,100053779664
563,￥18.60,[侬爱] 锁阳补肾胶囊60粒/盒,3957787
564,￥18.00,[德济] 滑膜炎片0.5g*54片/盒,100021207658
565,￥139.00,爱宁达 吡美莫司乳膏1% 15g ,3091917
566,￥79.90,汇仁 胜宝软糖 日活宝添加黑枸杞人参覆盆子茯苓软糖100g,100097395706
567,￥37.90,"
【云南本草】脂肪瘤皮下脂肪瘤特保健膏肉瘤效除皮下专适用脂肪包块去肿瘤搭药监备案专用 1盒30g",100090118880
568,￥2.20,[彼朗宁] 盐酸西替利嗪片10mg*6片/盒,4902016
569,￥12.90,999三九小儿感冒颗粒6g*10袋 儿童感冒药 疏风解表 清热解毒 小儿风热感冒 发热 头胀痛 咳嗽痰黏 咽喉肿痛 流感见上述证候者,2943904
570,￥30.00,[康忻] 富马酸比索洛尔片5mg*10片/盒,3708254
571,￥69.00,"
宝元堂 腰椎冷敷凝胶颈椎腰间盘突出肩周腰肌劳损膝盖关节足跟痛痛风疼痛酸麻肿胀 1盒",100056538294
572,￥20.00,[康普] 盐酸普萘洛尔片10mg*100片/盒,100048061135
573,￥39.80,"
孔艾堂北京同仁堂腱鞘炎贴 手腕手指手肘拇指腱鞘炎冷敷贴 药监备案 三盒装",100050794037
574,￥20.80,[明必欣] 过氧苯甲酰凝胶 5%（15g：0.75g） *15g/盒,5236419
575,￥39.90,班赛 过氧苯甲酰凝胶5% *15g*2盒 本品适用于寻常痤疮的外用治疗,100014871329
576,￥33.00,[劳克] 结核丸200丸/盒,100033384467
577,￥15.90,思恩腾瑞贝安 妇科阴道阻菌凝胶 3g/支*4支/盒外阴药除异味白带多凝胶私密处霉菌滴虫细菌性阴道炎专用瘙痒糜烂炎症医用抑菌1盒,100065818148
578,￥45.90,[惯爱] 他达拉非片 20mg*9片/盒,100027241629
579,￥9.90,齐鲁 齐明舒 依托考昔片60mg*5片/盒,100016005588
580,￥63.00,[泰嘉] 硫酸氢氯吡格雷片75mg*7片*4板 信立泰,100007443233
581,￥69.00,"
川井弘岩灰指甲特俲效中草非药品专用发黄增厚黑变空灰甲净根膏真菌凤仙花抑菌液非药品脱甲甲沟炎指甲菌感染脱甲",100080613304
582,￥13.60,[金美济] 非诺贝特分散片0.1g*12片/盒,100020082958
583,￥23.90,马应龙 麝香痔疮栓 1.5g*14粒  消肿止痛 止血生肌 用于各类痔疮 肛门灼热疼痛 大便出血 肛裂,100018836068
584,￥10.50,百灵鸟 贵州百灵 维C银翘片24片*3盒 感冒咳嗽 清热解毒 外感风热 流行性感冒 发热头痛 咳嗽口干 咽喉疼痛,100052765240
585,￥10.50,禾沐康 甘草片100g/瓶（特选）中药饮片 补脾益气 清热解毒 祛痰止咳 缓急止痛 调和诸药 用于脾胃虚弱 倦怠乏力 心悸气短 咳嗽痰多,100043124061
586,￥11.00,[恒健] 止痛消炎软膏450g/瓶,100020155075
587,￥49.90,洁宁 盐酸布替萘芬喷雾剂10ml:0.1克 脚气药脚臭脚痒 止痒脱皮烂脚丫 真菌感染 杀菌止痒,100082403187
588,￥25.00,[拜新同] 硝苯地平控释片30mg*7片/盒,3470646
589,￥12.00,太平 联苯苄唑乳膏15g体股藓廯癣皮肤用药脚气药止痒脱皮烂脚丫真菌感染止痒大腿内侧皮肤瘙痒脚臭软膏,100082898441
590,￥28.80,星鲨维生素D滴剂（胶囊型）400单位*12粒*3板预防维生素d缺乏性佝偻病,5912029
591,￥28.50,云南白药蒲地蓝消炎片0.3g*24片*2板清热解毒抗炎消肿咽炎扁桃体炎,3175752
592,￥51.00,[杰士邦] 枸橼酸西地那非片50mg*4片/盒,100063622007
593,￥999.00,东阿阿胶 阿胶250g 补血滋阴 润燥止血用于血虚眩晕不眠,100011723162
594,￥6.00,东北制药 对乙酰氨基酚片 0.5g*8片*3板 感冒引起的发热 也缓解轻至中度疼痛如头痛关节痛牙痛痛经,100061033143
595,￥59.00,"
福记坊国药药材川贝粉20g川贝母粉 川贝中药材打粉无熏硫熟制枇杷雪梨汤原材料 可做秋梨膏雪梨膏远离咳痰",100098061588
596,￥89.00,"
日本DR膝盖疼痛专用II藥部位型喷雾剂冷敷凝胶滑膜炎膝关节疼痛肿胀积水积液半月板损伤膝盖穴位僵直 1盒装【推荐3盒一疗程】",100093344494
597,￥24.00,"
济心堂云南本草脚气喷雾剂药脱皮烂脚丫香港脚真菌感染脚臭除脚痒水泡型止【建议三盒周期】痒杀菌足部护理",100072877966
598,￥11.90,[健通] 前列舒乐软胶囊0.6g*48粒/盒,4640915
